answer_count,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,preferred_tags1,preferred_tags2,preferred_tags3,micro-oop,oop,web-pro,database,mobile,statistic,other
1.0,0.906595347,0.734527444,0.239260402,0.067942393,0.296503008,ruby,ruby,c,0,1,1,0,0,0,0
1.0,0.909949562,0.433672338,0.208738878,0.076277091,0.306201621,0,c++,c#,1,1,0,0,0,0,0
1.0,0.921770779,0.207823243,0.068219395,0.002832399,0.323798431,c#,javascript,jquery,1,0,1,0,0,0,0
1.0,0.935978183,0.09929335,0.037314706,0.028165279,0.423877368,ios,objective-c,swift,0,0,0,0,1,0,0
1.0,0.850924197,0.441794516,0.142184978,0.044108994,0.30673803,0,java,java,0,1,0,0,0,0,0
1.0,0.925012,0.647828294,0.077633267,0.015213975,0.123750155,javascript,angularjs,reactjs,0,0,1,0,0,0,0
1.0,0.875494274,0.177693928,0.071369108,0.104389861,0.559147788,perl,.net,0,1,0,1,0,0,0,0
1.0,0.879525986,0.562324363,0.171131969,0.029950119,0.443287766,java,java,0,0,1,0,0,0,0,0
1.0,0.888145413,0.168929313,0.066683026,0.003366401,0.358882992,javascript,html,jquery,0,0,1,0,0,0,0
1.0,0.863089003,0.748416023,0.178075185,0.139190307,0.258970285,c,c,c++,0,1,0,0,0,0,0
0.7418300653594772,0.851828368,0.568304068,0.152052992,0.034597649,0.289772367,android,php,javascript,0,0,1,0,1,0,0
1.0,0.939247705,0.150632105,0.082767371,0.003840066,0.309979793,scala,c,java,0,1,0,0,0,1,0
1.0,0.818215387,0.686568661,0.259879118,0.257729781,0.329759833,angularjs,typescript,javascript,0,0,1,0,0,0,0
1.0,0.880787963,0.02618997,0.097385424,0.017910758,0.834256875,php,javascript,python,0,1,1,0,0,0,0
1.0,0.90577624,0.792815249,0.313330234,0.129845795,0.068532361,javascript,jquery,html,0,0,1,0,0,0,0
1.0,0.602261855,0.553905291,0.053555634,0.00650121,0.72937567,sql-server,sql,sql,0,0,0,1,0,0,0
1.0,0.829559501,0.432853873,0.079098304,0.010567177,0.269681878,c#,c#,.net,1,0,0,0,0,0,0
1.0,0.905727722,0.333621466,0.27446339,0.017523836,0.532146042,javascript,jquery,go,0,0,1,0,0,1,0
1.0,0.813894229,0.246865279,0.070697651,0.001016018,0.251382537,java,java,0,0,1,0,0,0,0,0
1.0,0.899585765,0.212794441,0.058507121,0.007757708,0.32313009,os,os,os,0,0,0,0,0,0,1
1.0,0.86995311,0.20920895,0.142051741,0.068703887,0.851958065,ruby,ruby,.net,1,0,1,0,0,0,0
1.0,0.671717188,0.224625185,0.171749368,0.116181389,0.657035276,php,mysql,.net,1,0,1,1,0,0,0
1.0,0.669380543,0.173600028,0.049771833,0.069454614,0.438285989,c#,go,c#,1,0,0,0,0,1,0
1.0,0.856670157,0.377743397,0.118385612,0.01321971,0.37456766,android,java,android,0,1,0,0,1,0,0
0.7908496732026143,0.875050429,0.081363531,0.1533704,0.017785727,0.678813695,os,asp.net,c#,1,0,0,0,0,0,1
1.0,0.917079325,0.156069851,0.113751174,0.029303008,0.299542093,c#,.net,scala,1,0,0,0,0,1,0
1.0,0.816845994,0.322680393,0.050678431,0.01409423,0.337678485,python,javascript,python,0,1,1,0,0,0,0
1.0,0.943131268,0.295605597,0.092973895,0.009838401,0.720898942,javascript,jquery,angularjs,0,0,1,0,0,0,0
1.0,0.806877681,0.363136527,0.214674103,0.053964059,0.229885541,java,angularjs,java,0,1,1,0,0,0,0
1.0,0.929196273,0.386751793,0.2052842,0.008616168,0.372721409,0,python,go,0,1,0,0,0,1,0
1.0,0.922483411,0.076698653,0.034559927,0.00049432,0.435070614,c,git,python,0,1,0,0,0,0,1
1.0,0.889837107,0.542460686,0.111912273,0.018609271,0.359172437,c#,.net,vb.net,1,0,0,0,0,0,0
0.5130718954248366,0.907967395,0.074888932,0.085288216,0.007414004,0.370364092,c#,.net,c#,1,0,0,0,0,0,0
1.0,0.445354054,0.265353775,0.424380081,0.264177703,0.998465993,0,github,ruby,0,0,1,0,0,0,1
1.0,0.829241937,0.097522579,0.26540144,0.074273854,0.444830526,0,0,0,0,0,0,0,0,0,0
1.0,0.884453336,0.463846858,0.226140434,0.059016814,0.357351764,ruby,ruby,ruby,0,0,1,0,0,0,0
1.0,0.982801307,0.334483012,0.186689692,0.022368734,0.179654707,c,c,0,0,1,0,0,0,0,0
1.0,0.93572971,0.116066833,0.044117199,0.004203639,0.370670044,javascript,c#,html,1,0,1,0,0,0,0
1.0,0.852812943,0.15876943,0.120369003,0.093334445,0.325087519,php,django,python,0,1,1,0,0,0,0
1.0,0.961610658,0.444548857,0.111784827,0.014888604,0.250344136,sql,java,python,0,1,0,1,0,0,0
1.0,0.922925688,0.293085688,0.201329043,0.009114406,0.416518767,c,c,0,0,1,0,0,0,0,0
1.0,0.932372153,0.718047001,0.168680552,0.053397197,0.14914942,c#,.net,asp.net,1,0,0,0,0,0,0
1.0,0.787855852,0.591035027,0.530713344,0.458358178,0.146007664,jquery,javascript,css,0,0,1,0,0,0,0
1.0,0.501954833,0.1463785,0.082813267,0.012149426,0.550126584,mysql,sql,c#,1,0,0,1,0,0,0
0.7418300653594772,0.93046083,0.309831782,0.270988099,0.037789276,0.400949258,ios,objective-c,ios,0,0,0,0,1,0,0
0.7777777777777778,0.943711843,0.208012209,0.09536013,0.009793561,0.348963806,0,ios,ios,0,0,0,0,1,0,0
1.0,0.950359531,0.296982369,0.105795741,0.021386004,0.262421699,.net,c#,javascript,1,0,1,0,0,0,0
1.0,0.937499892,0.253601647,0.069970878,0.001766365,0.577211906,javascript,c++,python,0,1,1,0,0,0,0
1.0,0.945632843,0.440261944,0.217038969,0.055147527,0.349564125,python,r,r,0,1,0,0,0,1,0
1.0,0.537842924,0.745569414,0.005392793,0.001396924,0.838860287,android,os,os,0,0,0,0,1,0,1
1.0,0.945955599,0.023071432,0.064097356,0.003611863,0.315478516,c#,.net,f#,1,0,0,0,0,0,0
1.0,0.908822151,0.145398174,0.103989344,0.062180928,0.205722076,javascript,mysql,0,0,0,1,1,0,0,0
1.0,0.854379868,0.493222322,0.185556625,0.03413071,0.379919762,javascript,jquery,html,0,0,1,0,0,0,0
0.5392156862745098,0.803862187,0.36049187,0.072057567,0.009601788,0.400009498,java,android,c++,0,1,0,0,1,0,0
1.0,0.926667406,0.187149511,0.239040783,0.041993508,0.23814997,android,0,c++,0,1,0,0,1,0,0
0.9117647058823529,0.903878784,0.306725848,0.148085894,0.032661634,0.17352478,git,c#,.net,1,0,0,0,0,0,1
1.0,0.893027863,0.669903216,0.031826442,0.020345655,0.394863977,java,java,java,0,1,0,0,0,0,0
1.0,0.780730371,0.508230477,0.089597208,0.036691447,0.375357266,r,0,c++,0,1,0,0,0,1,0
1.0,0.923849722,0.277803388,0.194641431,0.118691279,0.252287486,c,c++,javascript,0,1,1,0,0,0,0
1.0,0.696449114,0.569563457,0.107517675,0.154316709,0.167943826,c#,asp.net,jquery,1,0,1,0,0,0,0
1.0,0.897836176,0.401915967,0.139140458,0.002623703,0.097533569,android,0,java,0,1,0,0,1,0,0
1.0,0.98110036,0.215866919,0.128271316,0.005102173,0.449745951,python,c,c++,0,1,0,0,0,0,0
0.21568627450980393,0.960628808,0.560301194,0.166460038,0.150072473,0.176591917,python,java,javascript,0,1,1,0,0,0,0
1.0,0.944998432,0.569569445,0.127901922,0.107580202,0.240082111,python,os,git,0,1,0,0,0,0,1
1.0,0.953606007,0.154955853,0.077523261,0.016970583,0.340588166,c,c++,python,0,1,0,0,0,0,0
1.0,0.825670882,0.368426704,0.203215929,0.139495272,0.347789631,r,r,r,0,0,0,0,0,1,0
1.0,0.872360316,0.070118209,0.36160302,0.05466243,0.27113932,reactjs,javascript,0,0,0,1,0,0,0,0
1.0,0.869284927,0.129830675,0.032005828,0.002025782,0.359096474,jquery,javascript,asp.net,1,0,1,0,0,0,0
0.3790849673202614,0.950607482,0.081512514,0.033579339,0.000342345,0.474066564,ios,swift,ios,0,0,0,0,1,0,0
1.0,0.785493157,0.262688479,0.224145127,0.008873703,0.471463572,javascript,jquery,html,0,0,1,0,0,0,0
1.0,0.866568016,0.403596264,0.052077306,0.035463795,0.380802811,os,os,os,0,0,0,0,0,0,1
0.3104575163398693,0.941615686,0.535529058,0.44649601,0.043707694,0.168284571,jquery,php,javascript,0,0,1,0,0,0,0
0.15359477124183007,0.909102174,0.402626882,0.248186374,0.012154568,0.205874086,android,0,java,0,1,0,0,1,0,0
1.0,0.977286533,0.643735132,0.67623128,0.044846131,0.045361505,c#,.net,mysql,1,0,0,1,0,0,0
1.0,0.930607505,0.317376817,0.099841771,0.008416571,0.194078585,0,0,javascript,0,0,1,0,0,0,0
1.0,0.966358478,0.251114919,0.157450147,0.01464514,0.279479304,c#,.net,java,1,1,0,0,0,0,0
1.0,0.869225624,0.177463202,0.038790406,0.004178447,0.279731619,python,javascript,jquery,0,1,1,0,0,0,0
1.0,0.90637933,0.278033929,0.061381274,0.004541662,0.358193196,xml,html,css,1,0,1,0,0,0,0
1.0,0.8560629,0.101941257,0.121382041,0.049914914,0.95090342,0,javascript,reactjs,0,0,1,0,0,0,0
0.565359477124183,0.92678285,0.381861685,0.032977201,0.003902753,0.26886741,javascript,git,java,0,1,1,0,0,0,1
1.0,0.919249039,0.293289903,0.282681592,0.057846574,0.18969158,git,0,java,0,1,0,0,0,0,1
1.0,0.810343642,0.053643308,0.140730802,0.01195927,0.902883775,python,python,python,0,1,0,0,0,0,0
1.0,0.941797046,0.135100919,0.149599427,0.011742503,0.423387294,c++,c,c,0,1,0,0,0,0,0
1.0,0.950511034,0.166703211,0.103597712,0.010398707,0.28551172,php,javascript,0,0,0,1,0,0,0,0
1.0,0.568596523,0.031747096,0.018962257,0.001195081,0.419191753,os,perl,os,0,0,1,0,0,0,1
1.0,0.770788017,0.520878078,0.125002494,0.029896503,0.310534928,ios,objective-c,ios,0,0,0,0,1,0,0
1.0,0.673589432,0.420189052,0.324943878,0.236834554,0.381506326,css,javascript,html,0,0,1,0,0,0,0
1.0,0.920877855,0.240652998,0.045134864,0.016177099,0.335973561,javascript,jquery,javascript,0,0,1,0,0,0,0
1.0,0.628109265,0.069708058,0.178146771,0.031951869,0.636304177,c#,.net,.net,1,0,0,0,0,0,0
1.0,0.910249416,0.427316487,0.193956804,0.018161216,0.457664721,node.js,.net,javascript,1,0,1,0,0,0,0
0.5620915032679739,0.962624734,0.209861548,0.087868516,0.017064689,0.381382618,python,0,0,0,1,0,0,0,0,0
1.0,0.866025225,0.670213344,0.204028792,0.076788301,0.232206554,jquery,javascript,c#,1,0,1,0,0,0,0
1.0,0.744367615,0.354925053,0.008864526,0.065509829,0.811909473,php,javascript,c,0,1,1,0,0,0,0
1.0,0.954868908,0.365580886,0.358697783,0.011450035,0.150673837,c#,.net,os,1,0,0,0,0,0,1
0.761437908496732,0.865789883,0.406087335,0.03468982,0.00077978,0.568040219,python,0,0,0,1,0,0,0,0,0
1.0,0.897243453,0.459850777,0.029173521,0.008951482,0.09739062,f#,c#,.net,1,0,0,0,0,0,0
1.0,0.508898236,0.60295626,0.221786927,0.139756041,0.101241827,mysql,sql,php,0,0,1,1,0,0,0
1.0,0.784907042,0.373113798,0.065500749,0.007660128,0.313509081,android,0,android,0,0,0,0,1,0,0
1.0,0.905140245,0.294796121,0.171225395,0.060011986,0.265022675,ios,objective-c,scala,0,0,0,0,1,1,0
1.0,0.909920169,0.539545781,0.123855074,0.010718589,0.243965732,javascript,jquery,html,0,0,1,0,0,0,0
1.0,0.836545295,0.668065305,0.073500656,0.079241148,0.394319983,java,java,0,0,1,0,0,0,0,0
1.0,0.912652405,0.241827108,0.074419257,0.077774568,0.928509792,python,0,os,0,1,0,0,0,0,1
1.0,0.852013003,0.174708086,0.137124718,0.011277763,0.375048422,ios,swift,objective-c,0,0,0,0,1,0,0
1.0,0.891747392,0.406948304,0.133906263,0.012577433,0.284398484,git,python,c++,0,1,0,0,0,0,1
0.9509803921568627,0.895536753,0.145675966,0.109498847,0.049501223,0.266744178,javascript,c#,sql,1,0,1,1,0,0,0
1.0,0.863457765,0.644148035,0.093752071,0.051534594,0.271740404,angularjs,javascript,jquery,0,0,1,0,0,0,0
1.0,0.909111395,0.294763228,0.368813288,0.090307583,0.253226794,os,os,os,0,0,0,0,0,0,1
1.0,0.903878042,0.064751801,0.025772369,0.040382636,0.350774271,c++,c++,c,0,1,0,0,0,0,0
1.0,0.925054757,0.249702022,0.15575811,0.038374023,0.381157937,jquery,javascript,php,0,0,1,0,0,0,0
1.0,0.473614617,0.223398565,0.334168494,0.266291451,0.872954407,php,css,html,0,0,1,0,0,0,0
0.5261437908496732,0.654802133,0.114388147,0.310114504,0.275426246,0.999999999,node.js,javascript,angularjs,0,0,1,0,0,0,0
1.0,0.889898102,0.236629248,0.037893209,0.01088294,0.341252543,php,javascript,mysql,0,0,1,1,0,0,0
1.0,0.950019192,0.402631945,0.205216646,0.027645946,0.203153685,c#,asp.net,asp.net,1,0,0,0,0,0,0
1.0,0.826619542,0.06406023,0.15206918,0.051725636,0.943199735,php,xml,html,1,0,1,0,0,0,0
0.738562091503268,0.805313564,0.059262894,0.108080465,0.008956127,0.501275685,java,c++,c,0,1,0,0,0,0,0
1.0,0.750450385,0.631212897,0.052024976,0.018061267,0.60677219,java,java,0,0,1,0,0,0,0,0
1.0,0.913397188,0.090168348,0.372603577,0.034296287,0.317139319,0,perl,c,0,1,1,0,0,0,0
1.0,0.846929618,0.13412684,0.047952144,0.000973624,0.402704326,javascript,html,0,0,0,1,0,0,0,0
1.0,0.957069267,0.382875398,0.468804561,0.049764659,0.205515277,javascript,php,html,0,0,1,0,0,0,0
1.0,0.499898096,0.34706389,0.155314728,0.115111134,0.266191886,c#,javascript,jquery,1,0,1,0,0,0,0
1.0,0.88035762,0.102449611,0.331537123,0.076460541,0.942049017,c,c++,0,0,1,0,0,0,0,0
1.0,0.894120585,0.003265658,0.146543521,0.014241391,0.909527667,angularjs,typescript,javascript,0,0,1,0,0,0,0
1.0,0.919099539,0.438893061,0.134137239,0.087965703,0.283544016,r,r,.net,1,0,0,0,0,1,0
1.0,0.814844993,0.274690029,0.101945915,0.023673,0.127947392,c#,asp.net,javascript,1,0,1,0,0,0,0
1.0,0.85269227,0.097838956,0.116350158,0.053097134,0.601598558,git,c++,c,0,1,0,0,0,0,1
1.0,0.907704072,0.446338688,0.908962509,0.559985876,0.462920245,php,javascript,jquery,0,0,1,0,0,0,0
1.0,0.921343852,0.232843842,0.236245445,0.028318337,0.272637881,sql-server,sql,c#,1,0,0,1,0,0,0
1.0,0.906330356,0.260628102,0.068781862,0.000558568,0.413125155,ios,ios,objective-c,0,0,0,0,1,0,0
1.0,0.921602022,0.254432746,0.107436894,0.021498982,0.222891312,r,r,python,0,1,0,0,0,1,0
1.0,0.862550308,0.250767715,0.1222895,0.009357317,0.30260656,c#,javascript,html,1,0,1,0,0,0,0
1.0,0.881876373,0.209919194,0.079544808,0.003604463,0.372135348,php,javascript,mysql,0,0,1,1,0,0,0
1.0,0.802636197,0.392366592,0.479368468,0.003787746,0.255330022,jquery,c#,javascript,1,0,1,0,0,0,0
1.0,0.963349019,0.048940495,0.057699926,0.003275059,0.386400594,c#,python,c,1,1,0,0,0,0,0
1.0,0.962943974,0.552582267,0.096034246,0.007414615,0.221443206,c++,c,java,0,1,0,0,0,0,0
1.0,0.915174383,0.074960493,0.044210597,0.002519001,0.242584346,c#,.net,sql,1,0,0,1,0,0,0
1.0,0.965076013,0.356481118,0.139344218,0.001464167,0.339452909,android,kotlin,java,0,1,0,0,1,0,0
1.0,0.869174998,0.238518131,0.125309255,0.011330343,0.338941476,ruby,0,0,0,0,1,0,0,0,0
1.0,0.805486679,0.855787951,0.036130204,0.066052493,0.411757698,android,0,ios,0,0,0,0,1,0,0
1.0,0.766439273,0.346817792,0.128535913,0.004744909,0.320333223,os,0,os,0,0,0,0,0,0,1
1.0,0.872686772,0.030708759,0.078080772,0.003155953,0.578120029,os,os,c#,1,0,0,0,0,0,1
0.45098039215686275,0.895908344,0.696302438,0.036056409,0.060278016,0.542602359,0,ios,objective-c,0,0,0,0,1,0,0
1.0,0.794128069,0.265676791,0.136964369,0.023549581,0.488711207,python,python,python,0,1,0,0,0,0,0
1.0,0.94022756,0.181284502,0.051314846,0.000453548,0.446317833,kotlin,java,android,0,1,0,0,1,0,0
1.0,0.944469013,0.351298873,0.144385395,0.006441092,0.171629949,javascript,jquery,html,0,0,1,0,0,0,0
1.0,0.85408321,0.554581928,0.339389608,0.050241266,0.318674352,mysql,sql,0,0,0,0,1,0,0,0
1.0,0.941947547,0.180669437,0.103268326,0.012177203,0.202258218,php,mysql,sql,0,0,1,1,0,0,0
0.9477124183006536,0.87915468,0.503596696,0.26174998,0.314052906,0.354208552,c#,.net,f#,1,0,0,0,0,0,0
1.0,0.451032725,0.234759783,0.331382842,0.27669804,0.819126298,r,r,python,0,1,0,0,0,1,0
1.0,0.843090603,0.224887674,0.172260847,0.104551996,0.432185203,php,sql,scala,0,0,1,1,0,1,0
1.0,0.936125792,0.198972978,0.283729276,0.069131131,0.355828758,java,javascript,jquery,0,1,1,0,0,0,0
1.0,0.931188357,0.221033808,0.111070024,0.023235186,0.326850501,c#,0,0,1,0,0,0,0,0,0
1.0,0.867715992,0.227704025,0.152855722,0.064626224,0.404899476,c++,c,c++,0,1,0,0,0,0,0
1.0,0.812052177,0.218195415,0.091312531,0.024089944,0.516486174,javascript,jquery,css,0,0,1,0,0,0,0
1.0,0.917684349,0.639818201,0.139192308,0.02807923,0.25856826,python,python,python,0,1,0,0,0,0,0
1.0,0.885365905,0.463177358,0.067716266,0.022983973,0.352321082,php,css,html,0,0,1,0,0,0,0
0.8823529411764706,0.343006955,0.066710001,0.110591321,0.014256755,0.680905053,javascript,php,css,0,0,1,0,0,0,0
1.0,0.889042774,0.590610157,0.28107516,0.035936743,0.228314034,os,git,java,0,1,0,0,0,0,1
1.0,0.959260302,0.180573747,0.085188754,0.007092433,0.367627377,c#,.net,c++,1,1,0,0,0,0,0
0.3333333333333333,0.670075603,0.463642157,0.076320146,0.011483362,0.562964965,android,java,kotlin,0,1,0,0,1,0,0
1.0,0.82565202,0.090836664,0.023558787,0.001654486,0.461513658,ios,objective-c,ios,0,0,0,0,1,0,0
1.0,0.834704644,0.29945703,0.163791531,0.013518255,0.405171401,python,os,django,0,1,1,0,0,0,1
0.6176470588235294,0.805027028,0.599370011,0.175239623,0.017449006,0.182584499,c#,javascript,jquery,1,0,1,0,0,0,0
1.0,0.582288373,0.31586341,0.638275332,0.120157661,0.958096704,java,0,angularjs,0,1,1,0,0,0,0
0.5751633986928104,0.888945192,0.157075898,0.048200937,0.000264518,0.475486814,javascript,reactjs,python,0,1,1,0,0,0,0
1.0,0.903956733,0.317566112,0.093182464,0.012352005,0.2701628,c#,sql,.net,1,0,0,1,0,0,0
1.0,0.922897056,0.551627357,0.149702055,0.066303081,0.200053655,objective-c,ios,os,0,0,0,0,1,0,1
1.0,0.877493956,0.151486289,0.079790588,0.004066282,0.301919625,sql,sql,0,0,0,0,1,0,0,0
1.0,0.931205668,0.397957094,0.324770808,0.086570531,0.191447766,c#,.net,xml,1,0,0,0,0,0,0
1.0,0.772476162,0.010268997,0.16563726,0.094748916,0.999979329,java,java,0,0,1,0,0,0,0,0
1.0,0.681761546,0.759742997,0.155979415,0.035060413,0.289706189,php,css,html,0,0,1,0,0,0,0
1.0,0.439729849,0.249762537,0.313797339,0.173277171,0.913723229,0,scala,0,0,0,0,0,0,1,0
0.6503267973856209,0.849391577,0.214126343,0.190721458,0.054362941,0.295464659,javascript,html,jquery,0,0,1,0,0,0,0
1.0,0.792135192,0.70502396,0.132818127,0.808636992,0.120291585,0,java,0,0,1,0,0,0,0,0
1.0,0.928774138,0.437871239,0.398650005,0.011069613,0.290604438,javascript,node.js,jquery,0,0,1,0,0,0,0
1.0,0.875228924,0.383634743,0.143500592,0.009893969,0.229306298,c#,.net,asp.net,1,0,0,0,0,0,0
0.3333333333333333,0.936339476,0.157804087,0.112483732,0.004335544,0.363217172,python,swift,django,0,1,1,0,1,0,0
1.0,0.906051464,0.602311167,0.148241268,0.042783654,0.244020275,javascript,0,ios,0,0,1,0,1,0,0
1.0,0.800510532,0.323369799,0.099573435,0.085418687,0.287970074,java,python,swing,0,1,0,0,0,0,0
1.0,0.68674416,0.169185452,0.322529803,0.048821143,0.914625425,ios,c#,android,1,0,0,0,1,0,0
1.0,0.602096704,0.12353048,0.309291764,0.260703591,0.999999999,c++,c,c++,0,1,0,0,0,0,0
1.0,0.93893443,0.366451543,0.120037473,0.005883944,0.165316601,c#,.net,0,1,0,0,0,0,0,0
0.6993464052287581,0.947506178,0.482800708,0.123134115,0.003200516,0.236482533,0,git,0,0,0,0,0,0,0,1
0.006535947712418301,0.710611574,0.479979745,0.206946005,0.020051438,0.312651023,javascript,jquery,c#,1,0,1,0,0,0,0
0.05555555555555555,0.719134465,0.27481761,0.084274778,0.005259596,0.327161556,android,javascript,xml,1,0,1,0,1,0,0
0.06535947712418301,0.896297734,0.180709993,0.095678126,0.002803677,0.652294917,java,java,python,0,1,0,0,0,0,0
0.3790849673202614,0.852772825,0.297874724,0.136492731,0.040888569,0.269002076,c,python,java,0,1,0,0,0,0,0
1.0,0.563449736,0.334133577,0.107870908,0.041459476,0.453686686,jquery,javascript,html,0,0,1,0,0,0,0
1.0,0.844882491,0.408623006,0.045922241,0.004393709,0.194382112,0,python,python,0,1,0,0,0,0,0
1.0,0.530569148,0.202283298,0.036232103,0.017009301,0.513505051,c#,asp.net,jquery,1,0,1,0,0,0,0
1.0,0.776860828,0.154471317,0.283938236,0.047845986,0.250536606,c#,javascript,.net,1,0,1,0,0,0,0
1.0,0.856569681,0.289627766,0.093124171,0.017851146,0.359120779,jquery,javascript,php,0,0,1,0,0,0,0
1.0,0.968896234,0.147641601,0.149158403,0.063348297,0.248864028,jquery,javascript,css,0,0,1,0,0,0,0
0.2908496732026144,0.902842385,0.60726401,0.143660212,0.02893382,0.320863762,sql-server,c#,asp.net,1,0,0,1,0,0,0
1.0,0.895197354,0.359425243,0.146763521,0.006404038,0.350230593,java,c,c++,0,1,0,0,0,0,0
1.0,0.898028856,0.598623565,0.181026105,0.044727839,0.132561003,0,php,java,0,1,1,0,0,0,0
1.0,0.903813076,0.466003713,0.271289207,0.143111161,0.370955006,python,python,python,0,1,0,0,0,0,0
1.0,0.926325381,0.211445644,0.085183385,0.123752786,0.504379692,c#,java,.net,1,1,0,0,0,0,0
1.0,0.940601148,0.270386202,0.119601518,0.005625556,0.207001536,javascript,jquery,php,0,0,1,0,0,0,0
1.0,0.923366842,0.150006081,0.125103677,0.030985273,0.290946756,r,python,0,0,1,0,0,0,1,0
1.0,0.761112737,0.062563472,0.262822346,0.032229655,0.388251215,c#,.net,asp.net,1,0,0,0,0,0,0
0.5,0.754360002,0.395799938,0.310452523,0.01506488,0.588476773,java,python,python,0,1,0,0,0,0,0
1.0,0.821618964,0.414367803,0.056852733,0.013122553,0.169272571,c++,c,c++,0,1,0,0,0,0,0
1.0,0.729111895,0.633348762,0.244690535,0.076738746,0.35998615,0,python,0,0,1,0,0,0,0,0
1.0,0.750362773,0.223349499,0.351030474,0.079025188,0.24014844,c,python,c++,0,1,0,0,0,0,0
1.0,0.907001793,0.12187759,0.072613618,0.030165676,0.336281008,0,ios,ruby,0,0,1,0,1,0,0
